Categoría,Roles Profesionales
Software Engineering,"Backend Developer, Frontend Developer, Full-Stack Developer, Software Architect, Tech Lead, Engineering Manager, Mobile Developer, DevOps Engineer, Infrastructure Engineer, SRE (Site Reliability Engineer), SysAdmin, DBA, QA Engineer, Test Automation Engineer, Security Engineer, MLOps Specialist, Developer Advocate, API Developer, Cloud Engineer, Game Developer"
Data,"Data Analyst, Business Intelligence Specialist, Data Engineer, Data Scientist, Machine Learning Engineer, AI Researcher, Data Visualization Specialist, Big Data Engineer, Data Architect, NLP Engineer"
Producto,"Product Manager, Product Owner, Project Manager, Delivery Manager, Product Analyst, Lead Product Manager, VP of Product, Technical Product Manager, Growth Product Manager, Innovation Manager"
Diseño,"Brand Designer, Graphic Designer, Motion Designer, Layout Designer, UI/UX Designer, UX Writer, UX Researcher, Interaction Designer, Visual Designer, 3D Artist, Service Designer, Lead Designer"
Marketing,"Brand Marketing Specialist, Creative Marketing Specialist, Content Marketer, Content Strategist, Copywriter, Marketing Generalist, Growth Manager, Performance Marketer, PR Specialist, Social Media Manager, Community Manager"
Sales,"Sales Development Representative, Account Executive, Enterprise Account Executive, Sales Manager, Sales Operations Specialist, Customer Success Manager, Solution Engineer, Sales Engineer, Channel Sales Manager, Regional Sales Director, Chief Revenue Officer"
Legal,"Legal Counsel, Compliance Officer, Legal Manager, Contract Manager, IP Specialist, Data Privacy Officer, General Counsel"
Operaciones,"Operations Manager, Business Operations Manager, Strategy Consultant, Customer Service Specialist, Support Specialist, Operations Analyst"
Finanzas,"Financial Analyst, Accountant, Controller, Finance Manager, CFO, Investment Analyst, Tax Specialist, Auditor"
Recursos Humanos,"HR Generalist, Talent Acquisition Specialist, HR Business Partner, Learning & Development Specialist, Compensation & Benefits Specialist, People Operations Manager, HR Manager, Recruitment Specialist, Onboarding Specialist, Organizational Development Specialist"
Administración,"Administrative Assistant, Office Manager, Executive Assistant, Facilities Manager, Administrative Coordinator, Virtual Assistant, Front Desk Coordinator, Administrative Director"

Categoría,Nivel Profesional,Años de Experiencia,Habilidades Esperadas
Finanzas,Investment Analyst Senior,4-7,"Análisis de inversiones complejos, estrategias avanzadas, due diligence completa, mentorización, recomendaciones estratégicas"
Finanzas,Investment Analyst Tech Lead,7-10,"Liderazgo de equipos de inversión, definición de criterios, estrategias avanzadas, gestión de portfolios complejos"
Finanzas,Investment Analyst Architect,8-12,"Diseño de arquitecturas de inversión, estrategias corporativas, frameworks de valoración, models de asignación de activos"
Finanzas,Principal Investment Analyst,10-15,"Liderazgo de prácticas de inversión, innovación en metodologías, estrategia corporativa, decisiones estratégicas"
Finanzas,Investment Director,12-18,"Dirección de estrategias de inversión global, transformación de carteras, optimización de capital, estrategia ejecutiva"
Finanzas,Chief Investment Officer,15+,"Liderazgo ejecutivo de inversiones, visión estratégica global, desarrollo organizacional, estrategia corporativa"

# Finanzas - Tax Specialist
Finanzas,Tax Specialist Trainee,0-1,"Fundamentos de fiscalidad, normativa básica, procesos tributarios elementales, declaraciones simples, software básico"
Finanzas,Tax Specialist Junior,0-2,"Preparación de impuestos básicos, cumplimiento fiscal simple, investigación básica, documentación, reporting básico"
Finanzas,Tax Specialist Mid-level,2-4,"Planificación fiscal intermedia, gestión de compliance, optimización básica, investigación fiscal, relación con autoridades"
Finanzas,Tax Specialist Senior,4-7,"Planificación fiscal compleja, optimización avanzada, fiscalidad internacional, mentorización, asesoramiento a directivos"
Finanzas,Tax Specialist Tech Lead,7-10,"Liderazgo de equipos fiscales, definición de estrategias tributarias, gestión de riesgos fiscales, proyectos complejos"
Finanzas,Tax Specialist Architect,8-12,"Diseño de arquitecturas fiscales, estrategias corporativas, frameworks de optimización, estructuración internacional"
Finanzas,Principal Tax Specialist,10-15,"Liderazgo de prácticas fiscales, innovación en planificación, estrategia corporativa, consultoría interna estratégica"
Finanzas,Tax Director,12-18,"Dirección fiscal global, estrategia tributaria, transformación de procesos, gestión de relaciones con autoridades"
Finanzas,VP of Tax/Chief Tax Officer,15+,"Liderazgo ejecutivo fiscal, visión estratégica global, desarrollo organizacional, estrategia corporativa fiscal"

# Finanzas - Auditor
Finanzas,Auditor Trainee,0-1,"Fundamentos de auditoría, procesos básicos, pruebas elementales, documentación básica, normativa elemental"
Finanzas,Auditor Junior,0-2,"Pruebas de auditoría básicas, documentación de hallazgos simples, asistencia en verificaciones, apoyo en reportes"
Finanzas,Auditor Mid-level,2-4,"Auditoría de procesos completos, evaluación de controles, procedimientos sustantivos, comunicación con clientes"
Finanzas,Auditor Senior,4-7,"Gestión de auditorías complejas, evaluación de riesgos, optimización de procedimientos, mentorización, informes finales"
Finanzas,Auditor Tech Lead,7-10,"Liderazgo de equipos de auditoría, definición de metodologías, estrategias de evaluación, relación con stakeholders"
Finanzas,Auditor Architect,8-12,"Diseño de sistemas de auditoría, estrategias corporativas, frameworks de evaluación de riesgos, auditoría avanzada"
Finanzas,Principal Auditor,10-15,"Liderazgo de prácticas de auditoría, innovación en metodologías, estrategia corporativa, consultoría interna, assurance"
Finanzas,Audit Director,12-18,"Dirección de auditoría global, estrategia de assurance, transformación de departamentos, alineación con dirección"
Finanzas,VP of Audit/Chief Audit Executive,15+,"Liderazgo ejecutivo de auditoría, visión estratégica global, desarrollo organizacional, estrategia corporativa"

# Recursos Humanos - HR Generalist
Recursos Humanos,HR Generalist Trainee,0-1,"Fundamentos de recursos humanos, procesos básicos, legislación laboral básica, comunicación elemental, apoyo administrativo"
Recursos Humanos,HR Generalist Junior,0-2,"Gestión básica de personal, procesos administrativos, atención a empleados, apoyo en reclutamiento, reportes simples"
Recursos Humanos,HR Generalist Mid-level,2-4,"Gestión de procesos de RRHH, análisis de satisfacción, implementación de políticas, mejora de procedimientos, reporting"
Recursos Humanos,HR Generalist Senior,4-7,"Desarrollo de políticas de RRHH, optimización de procesos, gestión de proyectos, asesoría a managers, resoluciones complejas"
Recursos Humanos,HR Generalist Tech Lead,7-10,"Liderazgo de áreas de RRHH, definición de estrategias, proyectos transversales, asesoría a directivos, mejora continua"
Recursos Humanos,HR Generalist Architect,8-12,"Diseño de arquitecturas de RRHH, estrategias corporativas, frameworks de gestión, transformación organizacional"
Recursos Humanos,Principal HR Generalist,10-15,"Liderazgo de prácticas de RRHH, innovación en metodologías, estrategia corporativa, consultoría interna, employee experience"
Recursos Humanos,HR Director,12-18,"Dirección de estrategia de personas, visión global, transformación cultural, alineación con objetivos de negocio"
Recursos Humanos,Chief Human Resources Officer,15+,"Liderazgo ejecutivo de RRHH, visión estratégica global, desarrollo organizacional, estrategia corporativa, transformación"

# Recursos Humanos - Talent Acquisition Specialist
Recursos Humanos,Talent Acquisition Specialist Trainee,0-1,"Fundamentos de reclutamiento, herramientas básicas de selección, entrevistas elementales, comunicación básica"
Recursos Humanos,Talent Acquisition Specialist Junior,0-2,"Sourcing básico, entrevistas iniciales, gestión de procesos simples, evaluación de candidatos, coordinación de entrevistas"
Recursos Humanos,Talent Acquisition Specialist Mid-level,2-4,"Gestión de procesos completos, técnicas avanzadas de sourcing, entrevistas estructuradas, employer branding básico"
Recursos Humanos,Talent Acquisition Specialist Senior,4-7,"Estrategias de reclutamiento, gestión de procesos complejos, onboarding avanzado, implementación de herramientas, mentorización"
Recursos Humanos,Talent Acquisition Specialist Tech Lead,7-10,"Liderazgo de equipos de adquisición, estrategias avanzadas, relaciones con stakeholders, proyectos transversales"
Recursos Humanos,Talent Acquisition Specialist Architect,8-12,"Diseño de arquitecturas de atracción, estrategias corporativas, frameworks de selección, metodologías innovadoras"
Recursos Humanos,Principal Talent Acquisition Specialist,10-15,"Liderazgo de prácticas de adquisición, innovación en reclutamiento, estrategia corporativa, gestión estratégica"
Recursos Humanos,Talent Acquisition Director,12-18,"Dirección de estrategias de atracción global, transformación de procesos, optimización de talent pipelines"
Recursos Humanos,VP of Talent Acquisition,15+,"Liderazgo ejecutivo de adquisición, visión estratégica global, desarrollo organizacional, estrategia corporativa"

# Recursos Humanos - HR Business Partner
Recursos Humanos,HR Business Partner Trainee,0-1,"Fundamentos de HR business partnering, procesos básicos de RRHH, comunicación elemental, apoyo a generalistas"
Recursos Humanos,HR Business Partner Junior,0-2,"Apoyo básico a áreas, implementación de políticas sencillas, interpretación de necesidades, reporting básico"
Recursos Humanos,HR Business Partner Mid-level,2-4,"Gestión de proyectos de RRHH, consultoría interna básica, implementación de cambios, mejora de procesos de área"
Recursos Humanos,HR Business Partner Senior,4-7,"Consultoría interna avanzada, desarrollo de estrategias departamentales, gestión del cambio, coaching a managers"
Recursos Humanos,HR Business Partner Tech Lead,7-10,"Liderazgo de equipos HRBP, definición de estrategias, alineación con negocio, proyectos estratégicos, asesoría directiva"
Recursos Humanos,HR Business Partner Architect,8-12,"Diseño de arquitecturas de HR partnering, estrategias corporativas, alineación estratégica con negocio, transformación"
Recursos Humanos,Principal HR Business Partner,10-15,"Liderazgo de prácticas de consultoría interna, innovación en HR partnering, estrategia corporativa, transformación"
Recursos Humanos,HR Business Partner Director,12-18,"Dirección estratégica de consultoría, alineación global, transformación de procesos, optimización de servicios a negocio"
Recursos Humanos,VP of HR Business Partnering,15+,"Liderazgo ejecutivo de HRBP, visión estratégica global, transformación organizacional, estrategia corporativa"

# Recursos Humanos - Learning & Development Specialist
Recursos Humanos,L&D Specialist Trainee,0-1,"Fundamentos de formación, herramientas básicas, procesos elementales, apoyo logístico, materiales de formación simples"
Recursos Humanos,L&D Specialist Junior,0-2,"Desarrollo de formaciones básicas, implementación de programas sencillos, evaluación básica, coordinación logística"
Recursos Humanos,L&D Specialist Mid-level,2-4,"Diseño de programas formativos, evaluación de necesidades, metodologías de aprendizaje, implementación técnica"
Recursos Humanos,L&D Specialist Senior,4-7,"Desarrollo de estrategias formativas, programas complejos, evaluación de impacto, mentorización, gestión del conocimiento"
Recursos Humanos,L&D Specialist Tech Lead,7-10,"Liderazgo de equipos de formación, metodologías innovadoras, estrategias de desarrollo, proyectos transversales"
Recursos Humanos,L&D Specialist Architect,8-12,"Diseño de arquitecturas de aprendizaje, estrategias corporativas, frameworks de desarrollo, modelos de gestión del talento"
Recursos Humanos,Principal L&D Specialist,10-15,"Liderazgo de prácticas de desarrollo, innovación en metodologías, estrategia corporativa, transformación del aprendizaje"
Recursos Humanos,L&D Director,12-18,"Dirección de estrategias de desarrollo, visión global, transformación organizacional, alineación con objetivos de negocio"
Recursos Humanos,Chief Learning Officer,15+,"Liderazgo ejecutivo de aprendizaje, visión estratégica global, transformación cultural, estrategia corporativa"

# Recursos Humanos - Compensation & Benefits Specialist
Recursos Humanos,C&B Specialist Trainee,0-1,"Fundamentos de compensación, procesos básicos, legislación laboral básica, estructuras salariales elementales"
Recursos Humanos,C&B Specialist Junior,0-2,"Administración básica de compensación, estudios de mercado simples, gestión de beneficios básicos, reporting"
Recursos Humanos,C&B Specialist Mid-level,2-4,"Diseño de estructuras salariales, análisis de equidad, gestión de beneficios, estudios salariales, presupuestos"
Recursos Humanos,C&B Specialist Senior,4-7,"Desarrollo de políticas retributivas, estrategias de reconocimiento, planes de incentivos, negociación, mentorización"
Recursos Humanos,C&B Specialist Tech Lead,7-10,"Liderazgo de estrategias de compensación, definición de políticas globales, proyectos transversales, gestión presupuestaria"
Recursos Humanos,C&B Specialist Architect,8-12,"Diseño de arquitecturas retributivas, estrategias corporativas, frameworks de compensación global, planes ejecutivos"
Recursos Humanos,Principal C&B Specialist,10-15,"Liderazgo de prácticas de compensación, innovación en estrategias retributivas, total reward, consultoría interna"
Recursos Humanos,Compensation & Benefits Director,12-18,"Dirección estratégica de compensación, planificación global, transformación de programas, alineación con objetivos"
Recursos Humanos,VP of Total Rewards,15+,"Liderazgo ejecutivo de compensación, visión estratégica global, desarrollo organizacional, estrategia corporativa"

# Administración - Administrative Assistant
Administración,Administrative Assistant Trainee,0-1,"Fundamentos administrativos, atención telefónica básica, archivo básico, herramientas ofimáticas básicas, apoyo general"
Administración,Administrative Assistant Junior,0-2,"Gestión documental básica, coordinación simple, agenda básica, comunicación interna, atención a clientes/proveedores"
Administración,Administrative Assistant Mid-level,2-4,"Gestión administrativa completa, coordinación de actividades, organización de eventos simples, mejora de procesos"
Administración,Administrative Assistant Senior,4-7,"Coordinación administrativa compleja, apoyo ejecutivo, organización de eventos, procesos administrativos avanzados"
Administración,Administrative Assistant Tech Lead,7-10,"Liderazgo de equipos administrativos, definición de procedimientos, coordinación entre departamentos, proyectos especiales"
Administración,Administrative Assistant Architect,8-12,"Diseño de sistemas administrativos, estrategias de eficiencia, optimización de procesos, metodologías innovadoras"
Administración,Principal Administrative Assistant,10-15,"Liderazgo de prácticas administrativas, innovación en procesos, consultoría interna, mentorización de equipos"
Administración,Administrative Director,12-18,"Dirección administrativa global, estrategia organizacional, transformación de procesos, alineación con dirección"
Administración,VP of Administration,15+,"Liderazgo ejecutivo administrativo, visión estratégica global, desarrollo organizacional, estrategia corporativa"

# Administración - Office Manager
Administración,Office Manager Trainee,0-1,"Fundamentos de gestión de oficinas, procesos básicos, compras elementales, coordinación básica, presupuestos simples"
Administración,Office Manager Junior,0-2,"Gestión básica de instalaciones, compras de nivel bajo, coordinación de servicios básicos, reportes simples"
Administración,Office Manager Mid-level,2-4,"Gestión integral de oficina, negociación con proveedores, coordinación de servicios, presupuestos, proyectos simples"
Administración,Office Manager Senior,4-7,"Gestión avanzada de instalaciones, optimización de espacios, proyectos complejos, gestión presupuestaria, mentorización"
Administración,Office Manager Tech Lead,7-10,"Liderazgo de equipos de facilities, definición de estrategias, proyectos de transformación, gestión de múltiples sedes"
Administración,Office Manager Architect,8-12,"Diseño de entornos de trabajo, estrategias corporativas, optimización de recursos, planificación estratégica"
Administración,Principal Office Manager,10-15,"Liderazgo de prácticas de gestión de espacios, innovación en entornos, estrategia corporativa, transformación"
Administración,Facilities Director,12-18,"Dirección estratégica de instalaciones, planificación global, transformación de espacios, alineación con objetivos"
Administración,VP of Workplace,15+,"Liderazgo ejecutivo de workplace, visión estratégica global, desarrollo de cultura de trabajo, estrategia corporativa"

# Administración - Executive Assistant
Administración,Executive Assistant Trainee,0-1,"Fundamentos de asistencia ejecutiva, comunicación básica, gestión de agenda elemental, coordinación básica"
Administración,Executive Assistant Junior,0-2,"Gestión básica de agendas ejecutivas, coordinación simple de reuniones, comunicación profesional, preparación básica"
Administración,Executive Assistant Mid-level,2-4,"Gestión integral de ejecutivos, coordinación compleja, preparación de informes, screening, comunicación efectiva"
Administración,Executive Assistant Senior,4-7,"Asistencia estratégica a alta dirección, gestión de proyectos especiales, coordinación ejecutiva compleja, confidencialidad"
Administración,Executive Assistant Tech Lead,7-10,"Liderazgo de equipos de asistentes, coordinación entre c-suite, proyectos transversales, representación ejecutiva"
Administración,Executive Assistant Architect,8-12,"Diseño de sistemas de apoyo ejecutivo, estrategias corporativas, chief of staff, optimización de procesos ejecutivos"
Administración,Principal Executive Assistant,10-15,"Liderazgo de prácticas ejecutivas, innovación en apoyo directivo, chief of staff, consultoría interna estratégica"
Administración,Executive Operations Director,12-18,"Dirección de operaciones ejecutivas, estrategia organizacional, transformación de procesos, alineación con dirección"
Administración,Chief of Staff,15+,"Liderazgo ejecutivo de apoyo, visión estratégica global, desarrollo organizacional, estrategia corporativa"

# Sales - Sales Development Representative (SDR)
Sales,SDR Trainee,0-1,"Fundamentos de ventas y prospecting, herramientas básicas de CRM, outreach elemental, investigación básica de prospectos, comunicación inicial"
Sales,SDR Junior,0-2,"Prospecting estructurado, outbound básico, cualificación de leads, seguimiento de pipeline simple, demos introductorias, manejo de objeciones básicas"
Sales,SDR Mid-level,2-4,"Estrategias de prospecting avanzadas, cualificación efectiva, outreach multicanal, construcción de relaciones iniciales, research de cuenta"
Sales,SDR Senior,4-7,"Desarrollo de estrategias de outbound, mentorización de SDRs, creación de secuencias avanzadas, cualificación compleja, indicadores avanzados"
Sales,SDR Team Lead,7-10,"Liderazgo de equipos SDR, definición de metodologías de prospecting, estrategias de generación de demanda, onboarding y training"
Sales,SDR Architect,8-12,"Diseño de arquitecturas de prospecting, estrategias corporativas para outbound, frameworks de cualificación, metodologías avanzadas"
Sales,Principal SDR Strategist,10-15,"Liderazgo de prácticas de prospecting, innovación en adquisición de cuentas, estrategia corporativa de demand gen, consultoría interna"
Sales,Sales Development Director,12-18,"Dirección de desarrollo de ventas global, estrategia de pipeline, transformación de procesos de prospección, alineación con ventas"
Sales,VP of Sales Development,15+,"Liderazgo ejecutivo de desarrollo de ventas, visión estratégica global, desarrollo organizacional, estrategia de adquisición"

# Sales - Account Executive
Sales,Account Executive Trainee,0-1,"Fundamentos de venta de software, ciclos de venta básicos, demos elementales, CRM básico, propuestas simples, comunicación comercial"
Sales,Account Executive Junior,0-2,"Gestión de cuentas pequeñas/medianas, demostraciones de producto, negociación básica, manejo de objeciones, seguimiento de pipeline"
Sales,Account Executive Mid-level,2-4,"Ciclos de venta completos, negociación efectiva, venta consultiva básica, manejo de stakeholders, propuestas personalizadas"
Sales,Account Executive Senior,4-7,"Gestión de cuentas estratégicas, venta consultiva avanzada, negociación compleja, estrategias de expansión, mentorización"
Sales,Account Executive Tech Lead,7-10,"Liderazgo de equipos de venta, implementación de metodologías, estrategias de account-based selling, planificación estratégica"
Sales,Account Executive Architect,8-12,"Diseño de arquitecturas de venta, estrategias corporativas, frameworks de negociación, metodologías avanzadas de cierre"
Sales,Principal Account Executive,10-15,"Liderazgo de prácticas de venta, innovación en metodologías, estrategia corporativa, consultoría interna, grandes cuentas"
Sales,Sales Director,12-18,"Dirección de ventas territorial, estrategia comercial, transformación de procesos de venta, gestión de equipos comerciales"
Sales,VP of Sales,15+,"Liderazgo ejecutivo de ventas, visión estratégica global, desarrollo organizacional, estrategia comercial corporativa"

# Sales - Enterprise Account Executive
Sales,Enterprise AE Trainee,0-1,"Fundamentos de venta enterprise, comprensión de ciclos complejos, procesos de compra corporativos, stakeholders en grandes empresas"
Sales,Enterprise AE Junior,0-2,"Apoyo en cuentas enterprise, ventas técnicas básicas, entendimiento de procurement, mapeo básico de organizaciones, propuestas complejas"
Sales,Enterprise AE Mid-level,2-4,"Gestión de cuentas enterprise medianas, venta multi-thread, mapeo de organizaciones, estrategias de expansión, propuestas complejas"
Sales,Enterprise AE Senior,4-7,"Gestión de grandes cuentas estratégicas, venta C-level, negociación enterprise, influencia ejecutiva, strategic account planning"
Sales,Enterprise AE Tech Lead,7-10,"Liderazgo de equipos enterprise, estrategias de grandes cuentas, venta multi-nivel, estrategias de expansión global, planificación"
Sales,Enterprise AE Architect,8-12,"Diseño de arquitecturas de venta enterprise, estrategias corporativas, frameworks de venta compleja, metodologías C-level"
Sales,Principal Enterprise AE,10-15,"Liderazgo de prácticas enterprise, innovación en metodologías, estrategia corporativa, consultoría interna, cuentas estratégicas"
Sales,Enterprise Sales Director,12-18,"Dirección de ventas enterprise global, estrategia de grandes cuentas, transformación de procesos, gestión de equipos senior"
Sales,VP of Enterprise Sales,15+,"Liderazgo ejecutivo de ventas enterprise, visión estratégica global, relaciones C-level, estrategia corporativa"

# Sales - Sales Operations Specialist
Sales,Sales Ops Trainee,0-1,"Fundamentos de operaciones de venta, CRM básico, procesos elementales, reporting básico, herramientas de productividad"
Sales,Sales Ops Junior,0-2,"Administración de CRM, reportes básicos, apoyo en forecasting, gestión de territorios simple, procesos de oportunidades"
Sales,Sales Ops Mid-level,2-4,"Optimización de procesos de venta, análisis de pipeline, forecasting efectivo, automatización básica, dashboards avanzados"
Sales,Sales Ops Senior,4-7,"Diseño de procesos complejos, analytics avanzado, estrategias de territorio, compensación variable, mentorización, sistemas"
Sales,Sales Ops Tech Lead,7-10,"Liderazgo de equipos de operaciones, frameworks de procesos, estrategias de productividad, integración de herramientas"
Sales,Sales Ops Architect,8-12,"Diseño de arquitecturas de operaciones, estrategias corporativas, frameworks de eficiencia, metodologías de productividad"
Sales,Principal Sales Ops Specialist,10-15,"Liderazgo de prácticas de operaciones, innovación en procesos, estrategia corporativa, consultoría interna, sistemas complejos"
Sales,Sales Operations Director,12-18,"Dirección de operaciones de ventas global, estrategia de productividad, transformación de procesos, alineación con ventas"
Sales,VP of Sales Operations,15+,"Liderazgo ejecutivo de operaciones, visión estratégica global, desarrollo organizacional, estrategia de eficiencia"

# Sales - Customer Success Manager
Sales,CSM Trainee,0-1,"Fundamentos de customer success, herramientas básicas, procesos elementales de onboarding, implementación básica, comunicación"
Sales,CSM Junior,0-2,"Gestión de clientes pequeños/medianos, procesos de onboarding, business reviews básicos, apoyo en implementación, adoption tracking"
Sales,CSM Mid-level,2-4,"Gestión integral de clientes, estrategias de adopción, QBRs efectivas, planes de valor, prevención de churn, upsell básico"
Sales,CSM Senior,4-7,"Gestión de cuentas estratégicas, estrategias de retención complejas, expansión de cuentas, mentorización, manejo de crisis"
Sales,CSM Tech Lead,7-10,"Liderazgo de equipos de CS, programas estratégicos, frameworks de valor, estrategias de crecimiento, procesos de escalabilidad"
Sales,CSM Architect,8-12,"Diseño de arquitecturas de customer success, estrategias corporativas, frameworks de retención, metodologías de expansión"
Sales,Principal Customer Success Manager,10-15,"Liderazgo de prácticas de CS, innovación en metodologías, estrategia corporativa, consultoría interna, programas globales"
Sales,Customer Success Director,12-18,"Dirección de CS global, estrategia de retención, transformación de procesos, health scoring avanzado, alineación con ventas"
Sales,VP of Customer Success,15+,"Liderazgo ejecutivo de CS, visión estratégica global, desarrollo organizacional, estrategia corporativa, retention metrics"

# Sales - Solution Engineer / Sales Engineer
Sales,Solution Engineer Trainee,0-1,"Fundamentos técnicos de ventas, demostraciones básicas, producto/plataforma elemental, integraciones básicas, POCs simples"
Sales,Solution Engineer Junior,0-2,"Demostraciones técnicas, configuraciones básicas, apoyo en ciclos de venta, resoluciones técnicas simples, RFP/RFI básicos"
Sales,Solution Engineer Mid-level,2-4,"POCs complejos, diseño de soluciones customizadas, demostraciones avanzadas, respuestas técnicas detalladas, argumentacion técnica"
Sales,Solution Engineer Senior,4-7,"Arquitectura de soluciones complejas, estrategias técnicas de venta, RFPs enterprise, mentorización, manejo de objeciones técnicas"
Sales,Solution Engineer Tech Lead,7-10,"Liderazgo de equipos técnicos de venta, estrategias de preventa, metodologías de implementación, orquestación de recursos"
Sales,Solution Engineer Architect,8-12,"Diseño de arquitecturas técnicas, estrategias corporativas, frameworks de implementación, metodologías de evaluación"
Sales,Principal Solution Engineer,10-15,"Liderazgo de prácticas de preventa, innovación técnica, estrategia de producto, consultoría interna, mentorización"
Sales,Solutions Engineering Director,12-18,"Dirección de preventa global, estrategia técnica, transformación de procesos, alineación con ventas y producto"
Sales,VP of Solutions Engineering,15+,"Liderazgo ejecutivo técnico de ventas, visión estratégica global, desarrollo organizacional, estrategia tecnológica"

# Sales - Channel Sales Manager
Sales,Channel Sales Trainee,0-1,"Fundamentos de ventas indirectas, modelos de partners básicos, herramientas elementales, procesos de distribución básicos"
Sales,Channel Sales Junior,0-2,"Gestión de partners pequeños, habilitación básica, programas de canal simples, reporting de canal, apoyo en onboarding de partners"
Sales,Channel Sales Mid-level,2-4,"Gestión integral de relaciones con partners, estrategias de capacitación, incentivos de canal, desarrollo de negocios conjuntos"
Sales,Channel Sales Senior,4-7,"Gestión de partners estratégicos, desarrollo de ecosistemas, strategiás go-to-market conjuntas, mentorización, modelos complejos"
Sales,Channel Sales Tech Lead,7-10,"Liderazgo de equipos de canal, programas de partners, estrategias de ecosistema, frameworks de partner success"
Sales,Channel Sales Architect,8-12,"Diseño de arquitecturas de canal, estrategias corporativas, modelos de distribución, metodologías de expansión"
Sales,Principal Channel Sales Manager,10-15,"Liderazgo de prácticas de canal, innovación en modelos indirectos, estrategia corporativa, consultoría interna"
Sales,Channel Sales Director,12-18,"Dirección de ventas indirectas global, estrategia de ecosistema, transformación de programas, alianzas tecnológicas"
Sales,VP of Channel Sales,15+,"Liderazgo ejecutivo de canal, visión estratégica global, desarrollo de ecosistemas, estrategia corporativa de partners"

# Executive - C-Level

# Executive - Chief Executive Officer (CEO)
Executive,Chief Executive Officer (CEO),15+,"Liderazgo ejecutivo de la organización, visión y misión corporativa, dirección estratégica global, responsabilidad ante el consejo/inversores, toma de decisiones de alto nivel, representación corporativa, cultura organizacional, resultados financieros y operativos"

# Executive - Chief Technology Officer (CTO)
Executive,Chief Technology Officer (CTO),15+,"Liderazgo ejecutivo tecnológico, visión tecnológica a largo plazo, arquitectura empresarial, estrategia de desarrollo de producto, innovación tecnológica, decisiones técnicas estratégicas, gestión de equipos tecnológicos senior, relación con partners tecnológicos, alineación tecnología-negocio"

# Executive - Chief Financial Officer (CFO)
Executive,Chief Financial Officer (CFO),15+,"Estrategia financiera global, reporting financiero, planificación financiera a largo plazo, relación con inversores, compliance financiero, optimización fiscal, gestión de capital, decisiones de inversión corporativas, M&A, treasury, risk management, auditoría, forecasting financiero"

# Executive - Chief Operating Officer (COO)
Executive,Chief Operating Officer (COO),15+,"Dirección operativa global, optimización de procesos corporativos, excelencia operacional, escalabilidad de sistemas empresariales, gestión de recursos organizacionales, eficiencia operativa, procesos de delivery, gestión de múltiples departamentos, alineación operaciones-estrategia"

# Executive - Chief Information Officer (CIO)
Executive,Chief Information Officer (CIO),15+,"Estrategia de sistemas de información, infraestructura tecnológica empresarial, seguridad información corporativa, transformación digital, gestión de proyectos tecnológicos, gobierno TI, alineación IT-negocio, continuidad tecnológica, arquitectura empresarial, cloud strategy"

# Executive - Chief Information Security Officer (CISO)
Executive,Chief Information Security Officer (CISO),15+,"Estrategia de seguridad global, gobierno de seguridad corporativa, gestión de riesgos tecnológicos, cumplimiento normativo, arquitectura de seguridad, planes de respuesta a incidentes, continuidad de negocio, protección de datos, formación en seguridad, relación con reguladores"

# Executive - Chief Data Officer (CDO)
Executive,Chief Data Officer (CDO),15+,"Estrategia de datos corporativa, gobierno de datos global, arquitectura de datos empresarial, analytics corporativo, democratización de datos, estrategias de monetización de datos, data privacy corporativa, transformación data-driven, data ethics"

# Executive - Chief AI Officer (CAIO)
Executive,Chief AI Officer (CAIO),15+,"Estrategia de inteligencia artificial corporativa, transformación AI-driven, frameworks de implementación de IA, gobernanza de modelos, escalabilidad de soluciones AI, ética algorítmica, roadmap de transformación AI, protocolos de modelado"

# Executive - Chief Technology Innovation Officer (CTIO)
Executive,Chief Technology Innovation Officer (CTIO),15+,"Estrategia de innovación tecnológica, exploración de tecnologías emergentes, laboratorios de experimentación, proof-of-concepts avanzados, evaluación de startups tecnológicas, demostradores innovadores, ecosistemas de co-innovación, investigación aplicada, colaboración con centros de investigación"

# Executive - Chief Software Architect (CSA)
Executive,Chief Software Architect (CSA),15+,"Visión arquitectónica global, estrategia tecnológica unificada, patrones arquitectónicos corporativos, arquitecturas de referencia, decisiones arquitectónicas estratégicas, mentorización arquitectónica, governance técnico, roadmap tecnológico, evaluación de tecnologías"

# Executive - Chief Research & Development Officer (CRDO)
Executive,Chief Research & Development Officer (CRDO),15+,"Dirección estratégica de I+D, propiedad intelectual, programas de investigación, estrategia de patentes, relación con universidades, publicaciones científicas, desarrollo de nuevas tecnologías, transferencia tecnológica, inversión en I+D"

# Executive - Chief Cloud Officer (CCO)
Executive,Chief Cloud Officer (CCO),15+,"Estrategia cloud global, arquitectura multi-cloud, optimización de costes cloud, cloud governance, migración a la nube, servicios cloud-native, ciberseguridad en la nube, compliance cloud, FinOps, estrategia híbrida, cloud foundations"

# Executive - Chief Digital Officer (CDO)
Executive,Chief Digital Officer (CDO),15+,"Transformación digital organizacional, estrategia digital corporativa, innovación en modelos digitales, liderazgo de proyectos de transformación, omnicanalidad, customer experience, ecosistemas digitales, optimización de canales, mentalización digital"

# Executive - Chief Marketing Officer (CMO)
